"","Date","EURUSD","EURJPY","EURNZD","EURGBP","EURCHF","EURAUD","EURCAD","Index"
"3245","2014.11.11",1.34284,137.043,1.57504,0.79464,1.20408,1.43709,1.47116,94.396333263984
"3246","2014.11.12",1.34287,137.05,1.57716,0.79086,1.20323,1.43024,1.47047,94.2614508091176
"3247","2014.11.13",1.34329,137.284,1.5759,0.7905,1.20344,1.4314,1.46273,94.219616960932
"3248","2014.11.14",1.3409,137.604,1.58249,0.79103,1.20254,1.43157,1.46016,94.2562657046042
"3249","2014.11.16",1.33961,137.842,1.58779,0.79763,1.20333,1.42781,1.45888,94.4122787879944
"3250","2014.11.17",1.33876,137.587,1.58465,0.79866,1.20228,1.42996,1.45627,94.3602245071353
"3251","2014.11.18",1.34277,137.615,1.58075,0.79288,1.20175,1.4448,1.45983,94.4052107277234
"3252","2014.11.19",1.3425,137.122,1.5729,0.79303,1.20109,1.45998,1.45729,94.3932147620743
"3253","2014.11.20",1.34195,136.831,1.58121,0.7983,1.20144,1.45384,1.45512,94.4642485757959
"3254","2014.11.21",1.33674,137.105,1.5822,0.80071,1.20128,1.42956,1.45711,94.3063611466435
"3255","2014.11.23",1.33879,136.795,1.57379,0.80202,1.20123,1.42691,1.45473,94.221381183908
"3256","2014.11.24",1.33557,136.617,1.57532,0.79691,1.20131,1.44803,1.45295,94.2265364750462
"3257","2014.11.25",1.34073,136.671,1.57518,0.79568,1.20218,1.46048,1.44851,94.3380767527798
"3258","2014.11.26",1.33995,137.48,1.56873,0.79665,1.20144,1.45682,1.4464,94.3326792921676
"3259","2014.11.27",1.33718,138.169,1.56649,0.79823,1.2028,1.46516,1.44873,94.491954496169
"3260","2014.11.28",1.33647,137.81,1.57108,0.79735,1.20275,1.46336,1.43735,94.3482425200544
"3261","2014.11.30",1.33609,136.229,1.58279,0.79565,1.20257,1.47427,1.43322,94.2796556912545
"3262","2014.12.01",1.33628,136.091,1.57952,0.7908,1.20227,1.46452,1.43133,94.0398230410408
"3263","2014.12.02",1.3396,135.937,1.56082,0.78201,1.20196,1.47539,1.42822,93.7968332111694
"3264","2014.12.03",1.33952,136.746,1.5538,0.78738,1.20251,1.46673,1.42618,93.8612421689244
"3265","2014.12.04",1.33573,137.455,1.55479,0.78636,1.20347,1.47669,1.4294,93.9958341554187
"3266","2014.12.05",1.33052,137.866,1.55919,0.78422,1.20301,1.47842,1.43584,94.029623048837
"3267","2014.12.07",1.32446,138.683,1.5677,0.78339,1.20365,1.48245,1.43264,94.1016706389114
"3268","2014.12.08",1.32848,139.084,1.57556,0.78205,1.20326,1.49282,1.40712,94.0841479254707
"3269","2014.12.09",1.32397,138.929,1.58155,0.78162,1.20246,1.49225,1.40859,94.0502345814644
"3270","2014.12.10",1.32045,138.657,1.58771,0.78022,1.20223,1.49436,1.40935,94.0173654036278
"3271","2014.12.11",1.32024,138.829,1.59116,0.78118,1.20258,1.49954,1.41599,94.1816115603056
"3272","2014.12.12",1.31622,139.766,1.58241,0.78062,1.2019,1.51013,1.41885,94.2627919960643
"3273","2014.12.14",1.32142,141.109,1.58286,0.77917,1.2017,1.51204,1.41468,94.4156143026116
"3274","2014.12.15",1.31795,139.827,1.58616,0.77975,1.20334,1.51272,1.42815,94.4123773748283
"3275","2014.12.16",1.31311,139.893,1.58849,0.78442,1.20112,1.5311,1.43733,94.6894384752647
"3276","2014.12.17",1.31191,139.782,1.5766,0.78304,1.20092,1.51607,1.43755,94.4228238416719
"3277","2014.12.18",1.31175,139.615,1.57593,0.78332,1.20112,1.50165,1.43072,94.2290303607436
"3278","2014.12.19",1.3124,139.317,1.58412,0.78648,1.20091,1.50183,1.42114,94.2509261318437
"3279","2014.12.21",1.31474,138.829,1.59115,0.78668,1.20087,1.50087,1.41623,94.2324523951136
"3280","2014.12.22",1.29323,138.582,1.59479,0.78723,1.20084,1.50563,1.41516,94.0238744527771
"3281","2014.12.23",1.29485,138.699,1.60776,0.78769,1.20473,1.5007,1.40599,94.0776234064315
"3282","2014.12.24",1.29393,138.737,1.61008,0.78513,1.202,1.50323,1.40607,94.028998972288
"3283","2014.12.26",1.28734,138.639,1.63672,0.78737,1.20294,1.49874,1.41894,94.2666929216314
"3284","2014.12.28",1.2927,137.553,1.62712,0.79159,1.20298,1.49909,1.4241,94.2821086606323
"3285","2014.12.29",1.29134,137.684,1.62194,0.79467,1.20237,1.49382,1.41526,94.1835929986232
"3286","2014.12.30",1.29193,137.291,1.60528,0.80196,1.20236,1.48308,1.41731,94.1120166190477
"3287","2014.12.31",1.29613,137.204,1.60851,0.79603,1.20269,1.48044,1.4143,94.003881768088
"3288","2015.01.02",1.29628,137.663,1.6083,0.79267,1.20282,1.48249,1.41654,94.0176204388305
"3289","2015.01.04",1.29417,136.923,1.61096,0.792,1.20284,1.48199,1.41483,93.901574940807
"3290","2015.01.05",1.29507,137.533,1.61751,0.79209,1.20249,1.46777,1.41467,93.9043345792044
"3291","2015.01.06",1.28643,136.879,1.62134,0.78906,1.20249,1.47039,1.40299,93.6196866605463
"3292","2015.01.07",1.29191,135.896,1.60445,0.78739,1.00201,1.45764,1.41405,91.5336765314331
"3293","2015.01.08",1.28284,135.998,1.61403,0.78902,1.01873,1.44975,1.40657,91.5713857127716
"3294","2015.01.09",1.28593,136.381,1.61505,0.78727,1.00912,1.44289,1.40794,91.482881276606
"3295","2015.01.11",1.28513,135.529,1.61196,0.78882,1.00077,1.43718,1.41035,91.2895859539155
"3296","2015.01.12",1.28562,135.984,1.61035,0.78797,0.98843,1.44681,1.4129,91.2990358818764
"3297","2015.01.13",1.27661,135.847,1.61236,0.78916,0.98237,1.45468,1.41392,91.2367415979224
"3298","2015.01.14",1.27468,136.264,1.60706,0.7895,0.98195,1.438,1.42088,91.1443225346983
"3299","2015.01.15",1.26815,136.981,1.61356,0.78782,1.01312,1.41184,1.41358,91.1687682717718
"3300","2015.01.16",1.26789,136.529,1.60912,0.78256,1.02639,1.40543,1.42101,91.107174252358
"3301","2015.01.18",1.26926,136.043,1.60491,0.78161,1.02684,1.40795,1.42554,91.0842699567772
"3302","2015.01.19",1.26163,135.634,1.6045,0.78261,1.04258,1.41766,1.43215,91.2543573765736
"3303","2015.01.20",1.26591,136.659,1.59478,0.78393,1.03908,1.40883,1.44398,91.3646324452293
"3304","2015.01.21",1.26547,136.994,1.609,0.78309,1.04618,1.43804,1.44132,91.7660037009359
"3305","2015.01.22",1.25107,137.209,1.61568,0.782,1.05147,1.41606,1.43831,91.4886491025496
"3306","2015.01.23",1.25179,137.014,1.61058,0.78447,1.06103,1.41451,1.43746,91.5614862348711
"3307","2015.01.25",1.26177,137.741,1.6127,0.78482,1.04735,1.41757,1.44467,91.7363885623831
"3308","2015.01.26",1.2635,137.596,1.60865,0.78395,1.05778,1.41596,1.42753,91.6310638470493
"3309","2015.01.27",1.27428,137.87,1.60739,0.78349,1.04727,1.41943,1.42245,91.6536168372722
"3310","2015.01.28",1.26981,140.64,1.61936,0.78896,1.04744,1.42938,1.4192,92.1548240183101
"3311","2015.01.29",1.26277,140.732,1.60572,0.79396,1.04589,1.45461,1.42305,92.3163007294024
"3312","2015.01.30",1.2692,142.079,1.60492,0.79906,1.04818,1.45217,1.42544,92.6586137422777
"3313","2015.02.01",1.27198,143.171,1.60514,0.79785,1.05121,1.45467,1.42878,92.8593123792894
"3314","2015.02.02",1.26427,143.135,1.61722,0.79669,1.05878,1.47875,1.42178,93.0392284056738
"3315","2015.02.03",1.28189,142.808,1.60534,0.8021,1.06181,1.46868,1.41314,93.1108229717788
"3316","2015.02.04",1.27958,142.65,1.61813,0.80043,1.06025,1.45924,1.41021,93.007663066312
"3317","2015.02.05",1.27556,142.469,1.61418,0.79957,1.05824,1.46539,1.41053,92.9289497350979
"3318","2015.02.06",1.27578,143.142,1.60405,0.79087,1.0669,1.4509,1.40876,92.6877634425849
"3319","2015.02.08",1.281,144.122,1.60222,0.79135,1.07447,1.45925,1.42018,93.0860077954156
"3320","2015.02.09",1.27249,143.968,1.6043,0.792,1.07835,1.44784,1.43162,93.0393228590556
"3321","2015.02.10",1.26375,144.388,1.59357,0.79455,1.06686,1.45682,1.42492,92.8672205316564
"3322","2015.02.11",1.26552,145.548,1.5802,0.79201,1.07334,1.47612,1.41564,92.9984818058983
"3323","2015.02.12",1.26688,145.296,1.58571,0.79229,1.07563,1.46893,1.41052,92.9526050745965
"3324","2015.02.13",1.27053,145.394,1.58236,0.7954,1.07744,1.46898,1.41278,93.0843126499562
"3325","2015.02.15",1.27091,146.886,1.57508,0.79742,1.0787,1.46608,1.41367,93.2314868130883
"3326","2015.02.16",1.27343,148.639,1.57037,0.79258,1.06568,1.45622,1.41521,93.1172470928854
"3327","2015.02.17",1.26177,147.871,1.59093,0.79153,1.06741,1.45787,1.40834,92.9997282470469
"3328","2015.02.18",1.26025,145.937,1.60016,0.78449,1.06686,1.45768,1.41619,92.7548407600978
"3329","2015.02.19",1.25221,146.155,1.59242,0.79147,1.06967,1.45585,1.4136,92.7661829563505
"3330","2015.02.20",1.2484,146.492,1.56903,0.78788,1.07333,1.4508,1.41542,92.516739392669
"3331","2015.02.22",1.25177,146.957,1.56889,0.78957,1.06752,1.45324,1.40645,92.5296562552235
"3332","2015.02.23",1.25572,146.74,1.58717,0.78707,1.07227,1.45824,1.41864,92.8229055449549
"3333","2015.02.24",1.25134,147.22,1.59539,0.79039,1.06849,1.44046,1.42367,92.8146990275929
"3334","2015.02.25",1.23703,147.61,1.57997,0.79221,1.06897,1.447,1.41915,92.634813806625
"3335","2015.02.26",1.2453,148.054,1.58822,0.78838,1.06835,1.4379,1.39114,92.4366946060532
"3336","2015.02.27",1.24806,147.656,1.58532,0.7925,1.06619,1.43297,1.39168,92.4377689380063
"3337","2015.03.01",1.24179,147.646,1.59149,0.79153,1.06268,1.43962,1.40205,92.4984772361347
"3338","2015.03.02",1.2466,147.526,1.58285,0.79573,1.06562,1.43283,1.40538,92.5685438545172
"3339","2015.03.03",1.24457,148.581,1.58969,0.79424,1.05407,1.42871,1.40852,92.5590091170645
"3340","2015.03.04",1.24409,149.179,1.58626,0.79168,1.058,1.41498,1.41305,92.4984018204494
"3341","2015.03.05",1.25209,149.31,1.59391,0.78431,1.06449,1.41302,1.42081,92.6141578896215
"3342","2015.03.06",1.25476,147.951,1.59153,0.78192,1.0663,1.40503,1.42301,92.4029536586308
"3343","2015.03.08",1.24715,147.309,1.607,0.78238,1.06739,1.40882,1.41168,92.314704447417
"3344","2015.03.09",1.25187,147.116,1.61269,0.78453,1.05631,1.41192,1.41105,92.3538549417877
"3345","2015.03.10",1.25467,147.091,1.60847,0.78458,1.05432,1.40565,1.3984,92.175776883617
"3346","2015.03.11",1.25515,147.974,1.5956,0.78352,1.0567,1.38389,1.41029,92.1013310472953
"3347","2015.03.12",1.23853,147.617,1.58902,0.78512,1.05722,1.38169,1.40403,91.7892133614044
"3348","2015.03.13",1.23961,146.279,1.60154,0.78227,1.04857,1.37361,1.40558,91.5569412730021
"3349","2015.03.15",1.24189,145.994,1.60557,0.78266,1.05304,1.37591,1.41409,91.7247678603512
"3350","2015.03.16",1.24731,146.258,1.60876,0.78227,1.04905,1.38458,1.41781,91.8968300091711
"3351","2015.03.17",1.25094,146.346,1.61351,0.7812,1.0469,1.39116,1.4271,92.0737402824
"3352","2015.03.18",1.2446,146.104,1.5999,0.77673,1.0457,1.39201,1.42956,91.7952633018707
"3353","2015.03.19",1.24467,146.311,1.57521,0.77527,1.04765,1.39209,1.44245,91.7342846602149
"3354","2015.03.20",1.24538,146.952,1.57617,0.78278,1.04543,1.3911,1.43781,91.9098952855472
"3355","2015.03.22",1.24645,146.532,1.57966,0.78102,1.03977,1.38423,1.45008,91.8608385961049
"3356","2015.03.23",1.23836,146.859,1.58135,0.78303,1.04359,1.39001,1.4539,91.9725097100495
"3357","2015.03.24",1.2305,146.813,1.5753,0.78438,1.04299,1.38647,1.43618,91.6746621431011
"3358","2015.03.25",1.23758,146.55,1.57764,0.78358,1.04641,1.40467,1.42126,91.7845725796777
"3359","2015.03.26",1.22828,146.654,1.57713,0.78216,1.0469,1.39397,1.41848,91.5453750681832
"3360","2015.03.27",1.22858,146.219,1.56733,0.78073,1.04477,1.40421,1.41954,91.4740846595621
"3361","2015.03.29",1.2311,145.32,1.56823,0.7816,1.04354,1.40713,1.42104,91.4593351787332
"3362","2015.03.30",1.23932,145.059,1.56011,0.78042,1.04184,1.41649,1.41408,91.4448590343824
"3363","2015.03.31",1.24465,145.156,1.55051,0.77695,1.03801,1.41172,1.41804,91.3309275987984
"3364","2015.04.01",1.23958,144.537,1.55234,0.77289,1.03774,1.42173,1.41876,91.2190418519622
"3365","2015.04.02",1.24576,143.938,1.55559,0.76616,1.03268,1.43194,1.41555,91.1169469092627
"3366","2015.04.03",1.24379,142.472,1.55667,0.76258,1.03561,1.43704,1.41739,90.9556483915029
"3367","2015.04.05",1.24533,141.365,1.56378,0.76324,1.03066,1.44143,1.4137,90.88165803681
"3368","2015.04.06",1.24908,141.558,1.54641,0.76823,1.02995,1.43768,1.41086,90.8636467332107
"3369","2015.04.07",1.23438,140.888,1.5318,0.76293,1.0285,1.41592,1.40538,90.160657547212
"3370","2015.04.08",1.22786,140.327,1.51726,0.7663,1.02862,1.40036,1.40421,89.8538053606843
"3371","2015.04.09",1.22253,140.179,1.50639,0.75638,1.02643,1.38524,1.4137,89.4189658581673
"3372","2015.04.10",1.22408,140.088,1.50956,0.74703,1.02508,1.38002,1.41036,89.1658206349125
"3373","2015.04.12",1.22326,138.205,1.50956,0.74484,1.03852,1.39366,1.40339,89.0895990446303
"3374","2015.04.13",1.21725,138.575,1.52166,0.74479,1.03276,1.38872,1.40487,89.0641253277818
"3375","2015.04.14",1.21926,135.399,1.52712,0.74742,1.03642,1.39903,1.39841,88.9134118529812
"3376","2015.04.15",1.22155,135.854,1.52363,0.74432,1.03641,1.37948,1.39527,88.7077074990885
"3377","2015.04.16",1.21762,135.312,1.48408,0.75145,1.03881,1.38543,1.40413,88.614772492479
"3378","2015.04.17",1.21964,136.892,1.48251,0.74863,1.04889,1.38758,1.40403,88.8441256774247
"3379","2015.04.19",1.21394,136.279,1.48255,0.74995,1.04495,1.38271,1.41585,88.7653087050673
"3380","2015.04.20",1.21575,136.983,1.49856,0.7545,1.04686,1.3944,1.41224,89.1593537896682
"3381","2015.04.21",1.21002,134.52,1.50944,0.75629,1.04427,1.38191,1.40915,88.7972820848547
"3382","2015.04.22",1.20523,131.906,1.53884,0.74661,1.0443,1.384,1.39208,88.3456068547455
"3383","2015.04.23",1.20005,131.408,1.51364,0.74807,1.04152,1.38963,1.38572,88.0454254366056
"3384","2015.04.24",1.19405,133.029,1.50156,0.74164,1.03835,1.38913,1.3828,87.8611005672235
"3385","2015.04.26",1.19485,133.884,1.50484,0.74288,1.03905,1.38826,1.38618,88.0394536030355
"3386","2015.04.27",1.18749,132.842,1.51305,0.74357,1.03552,1.38181,1.39777,87.931258601662
"3387","2015.04.28",1.18219,133.68,1.52201,0.74237,1.04436,1.37364,1.43405,88.3223103038688
"3388","2015.04.29",1.18052,132.591,1.53824,0.74316,1.04119,1.38973,1.40591,88.1872590186338
"3389","2015.04.30",1.18377,133.099,1.55546,0.74134,1.0419,1.42006,1.39089,88.4949844289267
"3390","2015.05.01",1.18525,132.647,1.5536,0.7391,1.04259,1.42714,1.39148,88.4728016496891
"3391","2015.05.03",1.18357,135.06,1.55657,0.73958,1.04047,1.42996,1.40365,88.8469662168576
"3392","2015.05.04",1.17852,133.166,1.57196,0.73874,1.04114,1.41908,1.4098,88.6520286415182
"3393","2015.05.05",1.17741,134.633,1.54594,0.74255,1.04803,1.40779,1.41169,88.672085305171
"3394","2015.05.06",1.16304,134.726,1.53865,0.73898,1.04948,1.41937,1.43009,88.6502050340114
"3395","2015.05.07",1.15604,134.671,1.54401,0.73648,1.0463,1.42176,1.43562,88.5855264459773
"3396","2015.05.08",1.15563,134.265,1.53537,0.73836,1.0436,1.41321,1.44016,88.457762882582
"3397","2015.05.10",1.15766,135.378,1.53819,0.73996,1.03886,1.41316,1.43071,88.5285244322457
"3398","2015.05.11",1.1565,136.059,1.52485,0.73409,1.04164,1.41029,1.4229,88.2987152284347
"3399","2015.05.12",1.15981,135.476,1.52583,0.73322,1.03925,1.40767,1.42509,88.2390392003749
"3400","2015.05.13",1.13421,135.309,1.54224,0.73123,1.03591,1.39703,1.42659,87.8941265537366
"3401","2015.05.14",1.11983,135.204,1.53312,0.72611,1.03579,1.41549,1.41589,87.5985898947406
"3402","2015.05.15",1.11719,134.662,1.52504,0.72487,1.03546,1.42374,1.41794,87.5072610501959
"3403","2015.05.17",1.12446,135.703,1.51989,0.72577,1.03447,1.42592,1.41149,87.6371487936293
"3404","2015.05.18",1.13362,135.457,1.51087,0.72798,1.03259,1.41479,1.42382,87.6949765410425
"3405","2015.05.19",1.12681,135.127,1.51115,0.72749,1.03324,1.40564,1.43017,87.5569402990669
"3406","2015.05.20",1.13265,135.371,1.51038,0.72526,1.03218,1.40801,1.42747,87.5839226086689
"3407","2015.05.21",1.12778,135.322,1.50819,0.72294,1.03246,1.40608,1.4174,87.356923496917
"3408","2015.05.22",1.13077,134.998,1.51083,0.72037,1.0408,1.40611,1.41868,87.4110213327289
"3409","2015.05.24",1.13318,134.685,1.51331,0.71961,1.05263,1.40388,1.41402,87.4605391083577
"3410","2015.05.25",1.14716,135.252,1.51665,0.71579,1.04814,1.39795,1.4141,87.5356457701022
"3411","2015.05.26",1.13525,133.563,1.50401,0.70825,1.04403,1.40393,1.421,87.0337947763904
"3412","2015.05.27",1.14698,133.868,1.50146,0.70346,1.04514,1.41768,1.41837,87.1827742391753
"3413","2015.05.28",1.13119,133.996,1.48618,0.71373,1.04877,1.42937,1.42553,87.3119451969695
"3414","2015.05.29",1.13338,134.02,1.47842,0.71132,1.05122,1.43705,1.42913,87.3484035352913
"3415","2015.05.31",1.13306,133.737,1.4851,0.71273,1.05404,1.43109,1.42778,87.3597470737979
"3416","2015.06.01",1.1318,132.588,1.48384,0.71255,1.05032,1.43199,1.41348,87.0614872464905
"3417","2015.06.02",1.13112,132.287,1.47873,0.71848,1.04549,1.43187,1.4134,87.0647484240759
"3418","2015.06.03",1.14289,130.92,1.46408,0.72319,1.04498,1.45796,1.4001,87.1487786824401
"3419","2015.06.04",1.1384,131.217,1.47121,0.72325,1.04851,1.45652,1.39973,87.1992844481331
"3420","2015.06.05",1.14158,131.519,1.47146,0.7234,1.04757,1.45877,1.39788,87.267293982674
"3421","2015.06.07",1.13602,129.654,1.47771,0.72355,1.04555,1.45723,1.40099,87.0497084877954
"3422","2015.06.08",1.14037,127.666,1.47902,0.7305,1.04783,1.46942,1.39642,87.1325863161548
"3423","2015.06.09",1.14146,128.924,1.47508,0.73521,1.04205,1.47463,1.37608,87.1657022589178
"3424","2015.06.10",1.13624,127.34,1.43785,0.73735,1.04369,1.45406,1.37541,86.5504340227557
"3425","2015.06.11",1.1375,127.65,1.43842,0.73244,1.04471,1.45232,1.36791,86.4278607340439
"3426","2015.06.12",1.13817,128.179,1.42877,0.73173,1.04368,1.45622,1.3672,86.4219611741185
"3427","2015.06.14",1.13378,128.685,1.42873,0.73124,1.047,1.45229,1.36474,86.3909430923553
"3428","2015.06.15",1.13472,129.652,1.4309,0.73082,1.04747,1.45112,1.35556,86.4272660390014
"3429","2015.06.16",1.13707,129.002,1.45176,0.72539,1.04268,1.45651,1.33944,86.2848422065405
"3430","2015.06.17",1.12107,129.855,1.44231,0.72583,1.03388,1.46831,1.34917,86.2263311025112
"3431","2015.06.18",1.11912,129.697,1.43698,0.73323,1.03732,1.46031,1.34098,86.2029655746874
"3432","2015.06.19",1.11782,130.648,1.42895,0.73503,1.04146,1.4596,1.34657,86.34835790158
"3433","2015.06.21",1.11979,130.76,1.42377,0.73612,1.04799,1.46305,1.35084,86.4945312166459
"3434","2015.06.22",1.11669,130.94,1.42934,0.73424,1.04612,1.46257,1.35635,86.503368789286
"3435","2015.06.23",1.106,129.792,1.43037,0.73072,1.04332,1.44587,1.3566,86.027656756969
"3436","2015.06.24",1.10246,129.665,1.44758,0.72428,1.04215,1.44986,1.35504,85.9696658810904
"3437","2015.06.25",1.08382,129.534,1.43467,0.72552,1.04059,1.44865,1.35775,85.6688507554012
"3438","2015.06.26",1.0837,129.915,1.43806,0.7241,1.03998,1.45847,1.35885,85.7867642022011
"3439","2015.06.28",1.07982,128.902,1.4406,0.72498,1.04644,1.43749,1.36811,85.6383506020984
"3440","2015.06.29",1.06815,128.825,1.44414,0.72042,1.0498,1.45796,1.3662,85.6063404150085
"3441","2015.06.30",1.04966,130.092,1.44183,0.72013,1.04675,1.44162,1.37103,85.3788319046566
"3442","2015.07.01",1.06136,130.492,1.44221,0.72072,1.04609,1.44836,1.35968,85.5256650615413
"3443","2015.07.02",1.04927,130.686,1.44771,0.72134,1.04576,1.46238,1.37329,85.6874256981273
"3444","2015.07.03",1.05193,130.89,1.44243,0.72167,1.04009,1.47534,1.37098,85.7425899743305
"3445","2015.07.05",1.05623,130.166,1.44473,0.72107,1.04193,1.47263,1.37225,85.7260563088455
"3446","2015.07.06",1.06054,129.686,1.45283,0.72048,1.04177,1.47481,1.36375,85.7164957970557
"3447","2015.07.07",1.07682,128.701,1.43834,0.71821,1.04141,1.4808,1.35753,85.6405984852401
"3448","2015.07.08",1.06828,127.381,1.426,0.71246,1.04196,1.48437,1.36539,85.2894775124358
"3449","2015.07.09",1.08174,127.583,1.40846,0.71763,1.04344,1.4817,1.36997,85.4809671925734
"3450","2015.07.10",1.08079,126.615,1.40706,0.71551,1.04707,1.4983,1.36973,85.4809965968799
"3451","2015.07.12",1.09057,127.19,1.41963,0.71528,1.04978,1.49474,1.36403,85.6903490250389
"3452","2015.07.13",1.09329,127.428,1.41449,0.71416,1.05371,1.48145,1.35383,85.5255270132942
"3453","2015.07.14",1.09741,128.111,1.41306,0.71508,1.0559,1.47193,1.35316,85.591054275099
"3454","2015.07.15",1.08795,128.421,1.40813,0.72006,1.0569,1.48231,1.34348,85.5966483569205
"3455","2015.07.16",1.08875,128.251,1.4063,0.7304,1.06562,1.4692,1.33195,85.6716018134174
"3456","2015.07.17",1.08656,128.052,1.40378,0.73912,1.0647,1.46716,1.33675,85.8092130492381
"3457","2015.07.19",1.08022,128.306,1.39949,0.738,1.06323,1.47449,1.32929,85.6897049240907
"3458","2015.07.20",1.0781,128.392,1.4032,0.73658,1.05843,1.46977,1.32732,85.5701063320777
"3459","2015.07.21",1.07667,129.003,1.39816,0.73843,1.06089,1.47762,1.31304,85.5866879971919
"3460","2015.07.22",1.08708,129.299,1.41111,0.74419,1.0598,1.48433,1.31323,86.0047703155642
"3461","2015.07.23",1.09648,129.09,1.42826,0.72442,1.06093,1.50268,1.32238,86.033925764252
"3462","2015.07.24",1.09844,129.548,1.42795,0.72514,1.06272,1.50638,1.31634,86.1140728816194
"3463","2015.07.26",1.0939,130.371,1.42536,0.72277,1.06748,1.50857,1.31538,86.1324709347212
"3464","2015.07.27",1.08382,132.104,1.42646,0.71636,1.07101,1.51775,1.31591,86.1814704040225
"3465","2015.07.28",1.07797,134.146,1.42466,0.71691,1.07813,1.51127,1.31138,86.3016713684777
"3466","2015.07.29",1.06767,134.517,1.45832,0.72166,1.07787,1.5011,1.31107,86.4804213711795
"3467","2015.07.30",1.05973,134.327,1.47664,0.72318,1.08053,1.49901,1.32427,86.6549093539263
"3468","2015.07.31",1.05946,133.743,1.48312,0.72761,1.09098,1.50278,1.32024,86.8273107132324
"3469","2015.08.02",1.0562,134.669,1.4864,0.72715,1.08721,1.5026,1.31663,86.8335888978456
"3470","2015.08.03",1.0624,135.522,1.47489,0.72205,1.08785,1.50151,1.32029,86.8301858226508
"3471","2015.08.04",1.06975,134.348,1.49953,0.71798,1.08434,1.47481,1.33595,86.7657065913886
"3472","2015.08.05",1.07664,134.158,1.51123,0.71495,1.08473,1.48769,1.35513,87.1203259286696
"3473","2015.08.06",1.08014,133.546,1.50496,0.71092,1.08354,1.48098,1.36053,86.9436362315535
"3474","2015.08.07",1.07857,134.058,1.49431,0.71067,1.07883,1.47767,1.3619,86.8361288101838
"3475","2015.08.09",1.07232,134.776,1.50932,0.70992,1.07542,1.48157,1.34886,86.8220582742692
"3476","2015.08.10",1.07246,135.468,1.51755,0.70817,1.07876,1.50049,1.35132,87.1278979002405
"3477","2015.08.11",1.07077,136.145,1.52226,0.70687,1.07799,1.52328,1.36602,87.492498665793
"3478","2015.08.12",1.07913,136.566,1.50865,0.71059,1.07734,1.50571,1.35708,87.3870866059609
"3479","2015.08.13",1.08725,136.75,1.52547,0.71449,1.07907,1.51251,1.35254,87.7419067328126
"3480","2015.08.14",1.08527,135.597,1.53058,0.71827,1.08499,1.50546,1.35116,87.7012335227298
"3481","2015.08.16",1.08783,134.635,1.5382,0.71608,1.07989,1.50379,1.34888,87.5575897303726
"3482","2015.08.17",1.09674,134.753,1.52202,0.71862,1.08655,1.50116,1.35075,87.666357246872
"3483","2015.08.18",1.11066,134.65,1.51219,0.72683,1.07531,1.50573,1.35713,87.9089616388986
"3484","2015.08.19",1.12078,133.772,1.51787,0.73504,1.07892,1.51415,1.36778,88.3463762745942
"3485","2015.08.20",1.11932,133.649,1.50777,0.72976,1.0842,1.54377,1.37488,88.4834468686423
"3486","2015.08.21",1.11888,133.243,1.50432,0.72739,1.08425,1.55534,1.37611,88.4658046591977
"3487","2015.08.23",1.11341,133.907,1.50442,0.72732,1.08774,1.58968,1.3721,88.7532330865177
"3488","2015.08.24",1.12288,135.361,1.4962,0.73701,1.08235,1.59706,1.36149,89.0847867698161
"3489","2015.08.25",1.13431,135.567,1.50174,0.7336,1.083,1.61764,1.35617,89.3379326464861
"3490","2015.08.26",1.12036,136.381,1.50594,0.72917,1.08379,1.58945,1.35709,88.9792571486903
"3491","2015.08.27",1.11975,135.892,1.53448,0.72538,1.08774,1.56842,1.35181,88.8668594618873
"3492","2015.08.28",1.1143,136.304,1.54425,0.72351,1.0952,1.55848,1.35043,88.8542118459135
"3493","2015.08.30",1.11547,138.365,1.54127,0.72158,1.09437,1.57514,1.3468,89.1207725140553
"3494","2015.08.31",1.12391,140.231,1.53636,0.72236,1.09846,1.58128,1.35241,89.5335330800837
"3495","2015.09.01",1.137,139.536,1.5557,0.71988,1.09797,1.60966,1.36026,89.998207749759
"3496","2015.09.02",1.14063,139.537,1.57892,0.7172,1.09882,1.59869,1.36085,90.0758522154474
"3497","2015.09.03",1.14446,139.289,1.57018,0.71576,1.09524,1.59478,1.36801,89.9946354878524
"3498","2015.09.04",1.14304,140.944,1.57525,0.71426,1.09841,1.6128,1.36407,90.302442432935
"3499","2015.09.06",1.13057,140.502,1.57505,0.71619,1.09724,1.60807,1.36795,90.1333952722677
"3500","2015.09.07",1.11392,139.108,1.5898,0.71426,1.0952,1.60485,1.38324,89.9435883105889
"3501","2015.09.08",1.11204,139.023,1.58473,0.71047,1.09332,1.58369,1.40348,89.7744245247363
"3502","2015.09.09",1.11459,138.934,1.60754,0.71426,1.09515,1.60116,1.4005,90.1793764193176
"3503","2015.09.10",1.10079,138.456,1.60396,0.71033,1.08829,1.59526,1.38136,89.5813121993789
"3504","2015.09.11",1.09868,139.344,1.61032,0.70899,1.08487,1.59879,1.38378,89.6860125686823
"3505","2015.09.13",1.09423,139.012,1.60827,0.70074,1.09479,1.59589,1.40236,89.6342446110658
"3506","2015.09.14",1.08805,139.906,1.61274,0.71157,1.09378,1.58837,1.39244,89.7655547543641
"3507","2015.09.15",1.09062,139.867,1.61517,0.70957,1.09561,1.58177,1.38691,89.6818038643554
"3508","2015.09.16",1.09564,139.171,1.64597,0.70903,1.09646,1.57049,1.38273,89.7604571452916
